0;0.22
0.01;0.45
0.02;0.67
0.03;0.9
0.04;1.12
0.04;1.34
0.05;1.34
0.06;1.57
0.08;2.24
0.07;2.47
0.09;2.47
0.1;2.24
0.1;2.47
0.11;2.47
0.11;2.69
0.13;2.92
0.15;3.36
0.14;3.59
0.15;3.81
0.17;3.81
0.18;3.59
0.18;3.81
0.19;4.26
0.21;4.49
0.21;4.71
0.21;4.49
0.22;4.71
0.24;4.71
0.27;4.26
0.26;4.26
0.27;4.26
0.29;4.26
0.29;4.71
0.29;4.93
0.3;4.93
0.32;4.71
0.32;4.71
0.34;4.71
0.37;4.93
0.39;4.71
0.4;5.16
0.41;5.38
0.44;5.38
0.45;5.38
0.46;4.93
0.48;4.93
0.5;4.93
0.49;5.38
0.5;5.16
0.52;5.83
0.54;5.83
0.54;5.61
0.56;5.38
0.58;4.93
0.57;5.16
0.59;5.16
0.6;5.61
0.61;6.06
0.63;6.28
0.65;6.51
0.66;6.06
0.67;6.06
0.68;6.28
0.71;6.28
0.71;6.51
0.72;6.95
0.74;6.95
0.76;7.18
0.76;6.73
0.78;6.95
0.8;6.95
0.8;7.18
0.82;6.95
0.84;7.63
0.84;7.63
0.85;7.63
0.87;7.63
0.86;7.18
0.87;7.18
0.88;7.18
0.9;7.18
0.9;7.4
0.91;8.08
0.93;8.3
0.93;8.75
0.94;8.08
0.95;8.08
0.98;7.85
0.98;7.85
1;8.08
1.01;8.52
1.02;8.52
1.01;8.52
1.03;8.52
1.03;8.08
1.04;8.3
1.06;8.08
1.08;8.52
1.09;8.75
1.11;8.97
1.13;8.97
1.13;8.52
1.14;8.52
1.16;8.52
1.17;8.75
1.17;8.75
1.2;8.97
1.21;9.42
1.21;9.42
1.23;8.97
1.25;8.97
1.25;8.75
1.27;8.97
1.29;9.2
1.28;9.2
1.29;10.1
1.33;10.1
1.34;10.32
1.35;9.65
1.38;9.87
1.39;9.87
1.4;10.1
1.42;10.32
1.42;10.77
1.42;10.77
1.45;10.77
1.47;10.99
1.46;10.54
1.48;10.77
1.5;10.77
1.5;10.77
1.51;11.44
1.53;11.44
1.54;11.44
1.55;11.67
1.57;11.22
1.59;11.22
1.58;11.22
1.59;11.22
1.61;11.44
1.62;11.89
1.64;12.11
1.65;11.89
1.66;11.67
1.66;11.44
1.69;11.67
1.71;11.67
1.72;11.89
1.74;12.11
1.74;12.11
1.74;12.56
1.76;11.89
1.77;11.89
1.77;12.11
1.81;12.34
1.8;12.11
1.8;12.79
1.83;13.24
1.83;13.24
1.84;12.79
1.85;12.79
1.86;13.01
1.87;13.01
1.89;13.24
1.89;13.46
1.89;13.69
1.91;13.91
1.92;13.91
1.93;13.46
1.95;13.69
1.96;13.69
1.98;13.69
1.99;13.91
2.01;14.36
2.02;14.36
2.02;14.58
2.04;13.91
2.06;13.69
2.06;13.91
2.07;14.13
2.08;14.58
2.09;14.58
2.11;14.58
2.12;14.58
2.13;14.13
2.15;13.91
2.16;14.13
2.17;14.13
2.18;14.13
2.18;14.58
2.21;14.58
2.21;14.81
2.23;14.58
2.24;14.58
2.24;14.36
2.27;14.58
2.27;14.58
2.28;15.03
2.31;15.26
2.31;15.26
2.32;15.26
2.33;15.03
2.34;14.81
2.35;14.81
2.35;15.03
2.38;15.26
2.39;15.7
2.4;15.48
2.42;15.93
2.42;15.26
2.44;15.48
2.45;15.7
2.46;15.48
2.48;15.7
2.48;16.38
2.5;16.38
2.51;16.15
2.5;15.93
2.53;15.93
2.52;15.93
2.54;15.93
2.56;15.93
2.56;16.38
2.58;16.38
2.59;16.38
2.6;16.38
2.62;16.15
2.63;16.15
2.64;16.15
2.65;16.6
2.65;16.83
2.68;17.05
2.68;16.83
2.69;16.6
2.71;16.6
2.71;16.6
2.73;16.6
2.73;16.83
2.73;17.05
2.75;17.5
2.75;17.5
2.77;17.28
2.77;17.05
2.78;17.05
2.8;17.05
2.8;16.83
2.81;17.05
2.83;17.72
2.84;17.72
2.86;17.95
2.86;17.28
2.87;17.28
2.9;17.5
2.9;17.72
2.92;17.72
2.94;17.72
2.94;18.17
2.96;18.17
2.96;17.95
2.97;17.72
3;17.72
2.99;17.95
3.01;17.95
3.03;18.4
3.03;18.62
3.06;18.85
3.07;18.62
3.07;18.17
3.1;18.17
3.1;18.17
3.12;18.4
3.13;18.62
3.13;19.07
3.16;19.07
3.15;18.85
3.15;18.62
3.18;18.62
3.18;18.62
3.2;18.85
3.21;19.07
3.21;19.52
3.24;19.52
3.23;19.29
3.24;18.85
3.26;18.85
3.26;19.07
3.29;18.85
3.28;19.29
3.3;19.52
3.32;19.74
3.31;19.52
3.33;19.29
3.34;19.07
3.33;19.07
3.37;19.29
3.37;19.52
3.38;19.52
3.39;19.97
3.39;19.74
3.42;19.52
3.41;19.29
3.43;19.52
3.44;19.29
3.45;19.52
3.47;19.74
3.48;19.97
3.49;20.19
3.49;19.52
3.51;19.52
3.54;19.52
3.54;19.52
3.55;19.74
3.56;19.74
3.57;20.19
3.58;20.19
3.58;19.74
3.59;19.74
3.61;19.97
3.6;19.74
3.64;19.74
3.64;19.97
3.65;20.19
3.66;20.19
3.66;19.97
3.69;19.74
3.69;19.74
3.71;19.52
3.72;19.97
3.72;19.74
3.74;20.19
3.75;20.42
3.77;20.42
3.77;19.97
3.79;19.97
3.81;19.97
3.82;19.74
3.84;19.97
3.84;20.19
3.86;20.42
3.89;20.42
3.88;19.74
3.9;19.97
3.9;19.74
3.91;19.97
3.93;19.74
3.93;19.97
3.95;20.42
3.97;20.42
3.97;19.97
3.99;19.97
4;19.97
4.01;20.19
4.01;19.97
4.03;19.97
4.04;20.42
4.05;20.64
4.07;20.42
4.08;19.74
4.1;20.42
4.11;19.97
4.11;19.97
4.14;20.19
4.14;20.64
4.16;20.42
4.17;20.64
4.18;19.97
4.19;19.97
4.2;20.19
4.21;20.19
4.23;20.19
4.23;20.42
4.26;20.64
4.26;20.64
4.28;20.19
4.29;20.19
4.3;20.19
4.32;20.19
4.32;20.19
4.35;20.19
4.35;20.64
4.36;20.64
4.37;20.64
4.37;20.19
4.4;19.97
4.39;20.19
4.41;20.19
4.41;19.97
4.42;20.42
4.44;20.42
4.44;20.42
4.46;20.19
4.47;20.19
4.48;20.19
4.5;19.97
4.5;19.97
4.52;20.42
4.53;20.64
4.55;20.87
4.55;20.19
4.56;20.19
4.57;20.19
4.57;20.19
4.59;20.42
4.6;20.87
4.62;21.09
4.62;21.09
4.65;21.09
4.65;20.42
4.66;20.64
4.68;20.42
4.68;20.64
4.71;20.64
4.71;21.31
4.73;21.09
4.73;21.09
4.75;20.64
4.76;20.42
4.77;20.64
4.79;20.42
4.79;21.09
4.82;21.31
4.82;21.09
4.83;21.09
4.83;20.87
4.84;20.64
4.86;20.42
4.86;20.64
4.88;21.09
4.88;21.31
4.91;21.09
4.91;21.31
4.93;20.87
4.93;20.64
4.95;20.87
4.95;20.64
4.97;20.64
4.99;20.87
5;21.09
5.01;20.87
5.02;20.64
5.04;20.19
5.04;20.19
5.07;19.97
5.08;20.19
5.1;20.42
5.11;20.64
5.12;20.87
5.14;20.64
5.14;20.42
5.17;20.19
5.17;20.42
5.19;20.42
5.19;20.64
5.22;20.87
5.23;21.09
5.25;21.09
5.25;20.42
5.26;20.42
5.28;20.42
5.27;20.64
5.3;20.64
5.3;21.09
5.32;21.09
5.32;21.09
5.35;20.42
5.36;20.42
5.38;20.64
5.39;20.64
5.4;20.42
5.42;20.87
5.42;20.87
5.43;21.09
5.43;20.87
5.46;20.19
5.46;20.42
5.48;20.42
5.48;20.42
5.5;20.64
5.5;21.09
5.52;20.64
5.53;20.19
5.54;20.19
5.55;19.74
5.56;19.74
5.58;19.97
5.58;20.42
5.6;20.87
5.61;20.64
5.62;20.87
5.63;20.19
5.64;20.19
5.66;20.19
5.66;20.42
5.67;20.19
5.68;20.64
5.7;20.64
5.71;20.87
5.73;20.42
5.73;20.19
5.76;20.19
5.76;20.42
5.78;20.19
5.78;20.87
5.8;20.87
5.8;20.87
5.82;20.87
5.82;20.42
5.83;20.42
5.84;20.42
5.85;20.42
5.87;20.64
5.86;20.87
5.89;20.87
5.89;20.64
5.92;20.42
5.92;20.42
5.95;20.42
5.96;20.64
5.98;20.42
5.99;21.09
6.01;20.87
6.01;20.87
6.04;20.42
6.06;20.42
6.05;20.42
6.08;20.42
6.08;20.87
6.09;20.87
6.09;21.09
6.11;20.87
6.11;20.42
6.13;20.42
6.14;20.19
6.16;20.42
6.17;20.42
6.19;20.87
6.2;20.64
6.21;21.09
6.22;20.87
6.22;20.42
6.24;20.42
6.24;20.42
6.27;20.42
6.27;20.87
6.3;21.09
6.31;20.87
6.32;20.87
6.33;20.19
6.35;20.42
6.36;20.42
6.37;20.19
6.38;20.42
6.4;20.87
6.42;20.87
6.42;20.87
6.45;20.42
6.46;20.19
6.47;20.64
6.47;20.19
6.5;19.97
6.5;20.87
6.51;20.64
6.52;20.87
6.53;20.42
6.55;20.42
6.56;20.19
6.57;20.42
6.59;20.19
6.61;20.64
6.62;20.87
6.64;20.87
6.65;20.64
6.68;20.19
6.67;20.42
6.69;20.19
6.7;20.42
6.72;20.87
6.72;21.09
6.74;21.09
6.75;21.09
6.75;20.64
6.77;20.19
6.78;20.19
6.81;20.19
6.8;20.64
6.82;20.64
6.83;20.42
6.86;20.42
6.86;19.97
6.87;19.97
6.9;19.97
6.9;19.97
6.91;20.19
6.93;20.64
6.94;20.42
6.95;20.42
6.97;20.19
6.96;20.64
6.97;19.97
6.98;19.97
6.99;20.19
7.01;20.42
7.03;20.42
7.05;20.42
7.05;19.97
7.07;19.74
7.06;19.74
7.09;19.74
7.09;19.74
7.1;19.97
7.11;20.19
7.11;19.97
7.13;19.97
7.14;19.29
7.18;19.29
7.17;19.52
7.19;19.52
7.19;19.74
7.21;20.42
7.21;20.19
7.23;20.19
7.24;19.52
7.25;19.52
7.27;19.52
7.28;19.52
7.31;19.52
7.3;19.97
7.32;19.97
7.32;19.97
7.35;19.52
7.35;19.29
7.36;19.29
7.37;19.07
7.38;18.85
7.39;19.29
7.4;19.52
7.42;19.29
7.43;19.07
7.45;18.85
7.44;18.85
7.47;18.85
7.47;19.07
7.48;19.29
7.48;19.52
7.5;19.52
7.5;18.85
7.53;18.85
7.53;18.62
7.56;18.85
7.58;18.85
7.6;19.07
7.61;19.52
7.63;19.29
7.64;19.52
7.65;18.62
7.66;18.85
7.66;19.29
7.69;19.07
7.69;19.52
7.72;19.74
7.72;19.74
7.74;19.52
7.76;18.85
7.77;18.62
7.77;18.62
7.79;18.62
7.79;18.62
7.82;19.07
7.83;19.29
7.85;19.52
7.86;19.07
7.88;18.85
7.89;18.85
7.91;18.62
7.91;18.85
7.93;19.29
7.93;19.29
7.95;19.07
7.96;18.62
7.99;18.4
8;18.62
8.01;18.4
8.02;18.4
8.03;18.62
8.03;18.62
8.06;18.62
8.07;18.62
8.09;18.17
8.08;18.4
8.09;18.17
8.1;17.95
8.12;18.17
8.12;19.07
8.13;18.85
8.14;18.85
8.16;18.4
8.16;18.4
8.18;18.4
8.19;18.4
8.22;18.4
8.22;18.85
8.24;18.85
8.24;19.07
8.25;18.85
8.25;18.62
8.28;18.62
8.28;18.85
8.3;18.62
8.32;18.85
8.34;18.85
8.33;18.85
8.36;18.4
8.37;17.95
8.39;18.17
8.41;17.95
8.42;18.17
8.43;18.62
8.45;18.85
8.47;18.85
8.5;18.62
8.5;17.95
8.52;18.17
8.51;18.17
8.53;17.95
8.53;18.17
8.56;18.62
8.57;18.4
8.6;18.17
8.6;17.72
8.61;17.5
8.62;12.11
9.08;11.44
9.06;10.77
9.06;11.22
9.06;11.22
9.06;10.77
9.06;11.22
9.08;10.99
9.06;10.77
9.07;10.32
9.06;10.54
9.07;10.99
9.05;10.77
9.06;11.22
9.07;11.22
9.1;10.77
9.13;10.77
9.15;10.77
9.16;10.99
9.17;11.22
9.19;11.67
9.2;11.67
9.22;11.67
9.21;10.99
9.23;10.99
9.24;11.22
9.25;10.99
9.27;11.22
9.29;11.67
9.29;11.44
9.31;11.67
9.31;10.99
9.34;10.99
9.34;10.99
9.36;10.99
9.37;10.77
9.39;11.44
9.4;11.44
9.42;11.44
9.42;10.99
9.44;10.99
9.45;10.99
9.46;11.22
9.45;11.44
9.47;11.67
9.47;11.44
9.49;11.67
9.53;11.22
9.56;11.22
9.59;11.22
9.6;11.44
9.62;11.44
9.62;11.67
9.65;11.89
9.65;11.89
9.67;11.89
9.66;11.44
9.68;11.67
9.7;11.67
9.71;11.67
9.72;11.44
9.73;11.89
9.75;11.67
9.76;11.44
9.79;10.99
9.79;10.99
9.81;11.22
9.82;11.22
9.84;11.44
9.85;11.89
9.87;11.67
9.88;11.89
9.9;11.44
9.9;11.44
9.93;11.44
9.92;11.22
9.94;10.99
9.94;11.44
9.96;11.67
9.97;11.67
9.98;11.44
9.98;11.22
10;11.22
10.02;10.99
10.02;11.22
10.05;11.44
10.05;11.67
10.08;11.22
10.08;10.99
10.1;10.77
10.1;10.77
10.42;5.38
10.4;5.16
10.42;5.38
10.42;4.93
10.42;5.16
10.43;4.93
10.42;4.71
10.43;4.71
10.44;4.93
10.5;4.26
10.44;4.26
10.44;4.71
10.44;4.71
10.45;4.93
10.49;4.93
10.51;4.71
10.53;4.93
10.53;5.38
10.55;5.16
10.55;5.61
10.58;5.61
10.59;5.38
10.62;5.16
10.65;5.16
10.68;5.16
10.68;5.16
10.7;5.38
10.71;5.83
10.72;5.83
10.73;5.83
10.73;5.83
10.76;5.38
10.76;5.38
10.78;5.38
10.78;5.61
10.8;6.06
10.81;6.28
10.83;6.28
10.83;6.28
10.86;5.61
10.87;5.38
10.88;5.38
10.91;5.16
10.91;5.16
10.94;5.83
10.95;5.83
10.97;5.61
10.98;5.38
11.01;5.38
11.02;5.38
11.04;5.38
11.06;5.38
11.08;6.06
11.09;6.06
11.11;6.06
11.12;5.83
11.13;5.61
11.14;5.61
11.14;5.61
11.15;5.61
11.16;5.61
11.19;6.06
11.2;5.61
11.22;5.38
11.24;5.38
11.26;5.38
11.27;5.38
11.29;5.38
11.3;5.61
11.29;5.83
11.31;5.61
11.32;5.61
11.34;5.16
11.35;4.93
11.37;5.16
11.38;5.16
11.4;5.16
11.41;6.06
11.43;6.06
11.43;5.83
11.45;5.38
11.45;5.16
11.47;5.38
11.48;5.38
11.49;5.38
11.51;5.83
11.52;6.06
11.53;5.83
11.55;5.38
11.56;5.38
11.59;5.38
11.61;5.61
11.62;5.61
11.64;6.06
11.65;6.06
11.67;6.06
11.67;6.06
11.69;5.83
11.69;6.06
11.72;5.83
11.72;5.61
11.74;5.83
11.75;6.06
11.78;6.28
11.79;5.83
11.8;5.61
11.8;5.38
11.8;5.38
11.81;5.38
11.82;5.83
11.85;6.28
11.93;6.28
11.95;6.28
11.96;5.83
11.98;5.83
11.98;5.83
11.99;5.83
11.99;5.83
12.01;6.28
12.01;6.28
12.02;6.28
12.02;5.83
12.04;6.06
12.04;5.83
12.06;5.61
12.07;5.83
12.09;6.06
12.09;6.28
12.13;6.28
12.14;5.83
12.16;5.61
12.15;5.83
12.2;5.61
12.2;5.83
12.22;6.28
12.22;6.28
12.26;6.06
12.24;5.83
12.26;5.61
12.27;5.38
12.29;5.38
12.3;5.16
12.32;5.38
12.33;5.83
12.35;5.83
12.36;5.83
12.37;5.38
12.39;5.16
12.39;5.16
12.4;5.38
12.43;5.16
12.44;5.83
12.44;6.06
12.46;6.06
12.48;5.61
12.48;5.61
12.5;5.61
12.5;5.61
12.53;5.38
12.53;5.83
12.56;6.06
12.56;6.06
12.59;5.83
12.58;5.61
12.59;5.83
12.59;5.61
12.61;5.83
12.63;6.28
12.67;6.28
12.68;6.28
12.71;6.28
12.74;5.83
12.76;5.83
12.77;6.06
12.79;6.06
12.8;6.73
12.81;6.73
12.82;6.73
12.83;6.73
12.85;5.83
12.85;5.61
12.89;6.06
12.89;6.06
12.92;5.61
12.93;6.51
12.95;6.51
12.98;6.51
12.99;6.28
13;6.06
12.99;6.06
13.01;6.06
13.03;6.06
13.05;6.51
13.06;6.51
13.06;5.83
13.08;5.83
13.09;5.83
13.11;5.83
13.12;5.83
13.14;5.83
13.14;5.83
13.16;6.51
13.17;6.28
13.18;5.61
13.21;5.38
13.21;5.38
13.22;5.61
13.23;5.38
13.24;5.83
13.25;6.51
13.25;6.28
13.28;6.28
13.3;5.61
13.3;5.61
13.33;5.61
13.33;5.83
13.35;5.83
13.36;6.51
13.37;6.51
13.39;6.51
13.4;5.83
13.42;6.06
13.43;5.83
13.45;6.06
13.48;5.83
13.49;6.73
13.53;6.51
13.53;6.51
13.53;6.28
13.55;6.06
13.55;6.06
13.56;6.28
13.58;6.51
13.59;6.73
13.59;6.73
13.62;6.73
13.62;6.51
13.64;6.06
13.65;5.83
13.66;5.83
13.68;5.83
13.7;6.06
13.71;6.28
13.73;6.73
13.75;6.51
13.76;6.06
13.78;6.06
13.8;6.28
13.79;6.06
13.81;6.51
13.83;6.51
13.84;6.73
13.87;6.51
13.88;5.83
13.88;5.83
13.89;5.61
13.92;5.61
13.92;5.38
13.93;6.06
13.95;6.28
13.97;6.51
13.98;6.06
13.99;5.83
14.01;5.61
14.02;5.83
14.03;5.83
14.04;6.06
14.05;6.28
14.07;6.51
14.07;6.51
14.08;5.83
14.07;6.06
14.09;5.83
14.1;5.83
14.13;6.28
14.14;6.51
14.16;6.51
14.19;6.06
14.2;6.06
14.22;5.83
14.24;6.06
14.26;5.83
14.26;6.51
14.27;6.73
14.29;6.51
14.3;6.73
14.3;6.06
14.31;6.51
14.34;6.28
14.35;6.28
14.36;6.51
14.37;6.73
14.4;6.73
14.42;6.73
14.41;6.51
14.42;6.28
14.44;6.28
14.46;6.51
14.47;6.51
14.47;6.73
14.48;6.95
14.5;6.95
14.53;6.73
14.53;5.83
14.55;6.06
14.57;6.06
14.58;6.06
14.6;6.28
14.6;6.28
14.62;6.51
14.63;6.51
14.66;6.06
14.67;5.83
14.68;6.06
14.69;6.06
14.71;6.28
14.73;6.73
14.75;6.73
14.75;6.51
14.77;6.51
14.79;6.06
14.81;6.28
14.82;6.28
14.82;6.51
14.81;6.51
14.83;6.51
14.85;6.51
14.88;5.83
14.9;5.83
14.89;5.83
14.91;5.61
14.91;5.83
14.93;6.06
14.94;6.51
14.96;6.51
14.97;6.28
14.98;5.61
14.98;5.83
15;5.61
15;5.83
15.01;6.06
15.04;6.28
15.05;6.28
15.05;6.06
15.06;6.06
15.08;5.83
15.08;6.06

